Year or Period	Unigram	#Q	Subject	#P	Predicate	Object	Organization	Just Date	Start Time	End Time	Time Point
[2005, 2006]	геппинген	Q4072	Гёппинген	P6	глава правительства	Guido Till	0	0	2005-01-14	0	0
1944	геппнер	Q57367	Эрих Гёпнер	P570	дата смерти	0	0	1944-08-08	0	0	0
[1991, 1997]	гера	Q1768112	Гера-Ланд	P576	дата прекращения существования	0	0	1994-07-01	0	0	0
[1991, 1997]	гера	Q1768112	Гера-Ланд	P131	административно-территориальная единица	Тюрингия	0	0	1990-10-03	1994-07-01	0
[1985, 1989]	гера	Q3750	Гера	P6	глава правительства	Horst Pohl	0	0	1962-01-01	1988-01-01	0
[1955, 1960]	гера	Q3750	Гера	P31	это частный случай понятия	город с населением более 100 000 человек	0	0	1959-01-01	2009-01-01	0
[1985, 1989]	гера	Q3750	Гера	P6	глава правительства	Horst Jäger	0	0	1988-01-01	1990-01-01	0
[1955, 1960]	гера	Q48060	Гера	P6	глава правительства	Лидия Позер	0	0	1952-01-01	1959-01-01	0
1993	гера	Q3750	Гера	P6	глава правительства	Michael Galley	0	0	1990-01-01	1993-01-01	0
1993	гера	Q3750	Гера	P6	глава правительства	Andreas Mitzenheim	0	0	1993-01-01	1994-01-01	0
[1977, 1980]	гера	Q48060	Гера	P6	глава правительства	Рудольф Бахманн	0	0	1973-01-01	1977-01-01	0
[1991, 1997]	гера	Q3750	Гера	P6	глава правительства	Ralf Rauch	0	0	1994-01-01	2006-01-01	0
1993	геракл	Q155037	(5143) Геракл	P575	дата открытия	0	0	1991-11-07	0	0	0
[1931, 1935]	герард	Q138184	(1337) Герарда	P575	дата открытия	0	0	1934-09-09	0	0	0
[1945, 1946]	герасим	Q6825101	Герасим	P569	дата рождения	0	0	1945-08-02	0	0	0
[2001, 2006]	герасименки	Q4135970	Герасименки	P131	административно-территориальная единица	Красновское сельское поселение	0	0	2004-12-02	0	0
[1979, 1983]	герасименко	Q1046235	(3945) Герасименко	P575	дата открытия	0	0	1982-08-14	0	0	0
[1995, 2000]	герасимец	Q4135991	Герасимец, Сергей Григорьевич	P54	член спортивной команды	Балтика	0	0	1997-01-01	1997-01-01	0
[1987, 1992]	герасимец	Q4135991	Герасимец, Сергей Григорьевич	P54	член спортивной команды	Динамо (Минск)	0	0	1989-01-01	1993-01-01	0
[1987, 1992]	герасимец	Q4135991	Герасимец, Сергей Григорьевич	P54	член спортивной команды	Шахтёр	0	0	1986-01-01	1988-01-01	0
[1995, 2000]	герасимец	Q4135991	Герасимец, Сергей Григорьевич	P54	член спортивной команды	Бней Иегуда	0	0	1993-01-01	1996-01-01	0
2000	герасимец	Q4135991	Герасимец, Сергей Григорьевич	P54	член спортивной команды	Зенит	0	0	1997-01-01	1999-01-01	0
2000	герасимец	Q4135991	Герасимец, Сергей Григорьевич	P54	член спортивной команды	сборная Белоруссии по футболу	0	0	1992-01-01	1999-01-01	0
2000	герасимец	Q4135991	Герасимец, Сергей Григорьевич	P54	член спортивной команды	Динамо	0	0	2000-01-01	2000-01-01	0
2000	герасимец	Q4135991	Герасимец, Сергей Григорьевич	P54	член спортивной команды	Каунас	0	0	1999-01-01	1999-01-01	0
[2004, 2007]	герасимовка	Q18772256	Герасимовка	P131	административно-территориальная единица	Новоникулинское сельское поселение	0	0	2005-05-29	0	0
[2004, 2007]	герасимовка	Q21335696	Герасимовка	P1376	является столицей	Герасимовское сельское поселение	0	0	2004-12-20	0	0
[2006, 2007]	герб	Q133968	Граждане за европейское развитие Болгарии	P571	дата основания/создания/возникновения	0	0	2006-12-03	0	0	0
1929	герберт	Q7167394	Герберт	P39	занимаемая должность	Bishop of Blackburn	0	0	1927-01-01	1942-01-01	0
[1966, 1969]	герберт	Q7167394	Герберт	P570	дата смерти	0	0	1968-01-22	0	0	0
1944	герберт	Q7167394	Герберт	P39	занимаемая должность	Clerk of the Closet	0	0	1942-01-01	1963-01-01	0
1944	герберт	Q7167394	Герберт	P39	занимаемая должность	Bishop of Norwich	0	0	1942-01-01	1959-01-01	0
1929	герберт	Q7167394	Герберт	P39	занимаемая должность	Bishop of Kingston	0	0	1922-01-01	1927-01-01	0
[1935, 1937]	герберт	Q138417	(1363) Герберт	P575	дата открытия	0	0	1935-08-30	0	0	0
1977	гербович	Q4136983	Гербович, Владислав Иосифович	P569	дата рождения	0	0	1927-12-01	0	0	0
[1956, 1960]	герг	Q4137128	Герга	P571	дата основания/создания/возникновения	0	0	1957-01-01	0	0	0
[1985, 1989]	гергана	Q152668	(4102) Гергана	P575	дата открытия	0	0	1988-10-15	0	0	0
[1924, 1925]	герец	Q4137182	Герец, Арпад	P569	дата рождения	0	0	1924-12-23	0	0	0
[1935, 1936]	герик	Q1553234	Герике	P138	названо в честь	Отто фон Герике	0	0	1935-01-01	0	0
[1997, 1999]	геркуланум	Q178813	Геркуланум	P1435	статус наследия	всемирное наследие	0	0	1997-01-01	0	0
[2002, 2004]	геркулес	Q4137201	Геркулес	P569	дата рождения	0	0	2002-01-01	0	0	0
1935	геркулес	Q653641	Геркулес	P138	названо в честь	Геракл	0	0	1935-01-01	0	0
1954	геркулин	Q155253	(532) Геркулина	P575	дата открытия	0	0	1904-04-20	0	0	0
[1953, 1955]	герланд	Q4137209	Герланд, Зигмунд	P570	дата смерти	0	0	1954-08-15	0	0	0
1954	герлиц	Q4077	Гёрлиц	P131	административно-территориальная единица	Дрезден	0	0	1952-01-01	1990-01-01	0
[1933, 1937]	герман	Q2593866	Герман	P570	дата смерти	0	0	1935-02-11	0	0	0
[1988, 1990]	герман	Q18003129	Герман	P577	дата публикации	0	0	1988-01-01	0	0	0
1981	герман	Q18237971	Герман	P569	дата рождения	0	0	1931-01-02	0	0	0
[1988, 1990]	герман	Q18237966	Герман	P570	дата смерти	0	0	1989-10-16	0	0	0
[1933, 1937]	герман	Q1300805	Герман	P138	названо в честь	Герман, Якоб	0	0	1935-01-01	0	0
1994	герман	Q61687660	Герман Черных	P569	дата рождения	0	0	1994-04-16	0	0	0
[1984, 1986]	германика	Q468621	Валерия Гай Александровна Германика	P569	дата рождения	0	0	1984-03-01	0	0	0
[1991, 1999]	германия	Q183	Германия	P530	дипломатические отношения	Хорватия	0	0	1992-01-15	0	0
[1923, 1927]	германия	Q41304	Веймарская республика	P38	денежная единица	рентная марка	0	0	0	0	1923-01-01
[1991, 1999]	германия	Q183	Германия	P530	дипломатические отношения	Узбекистан	0	0	1991-12-31	0	0
[2002, 2006]	германия	Q183	Германия	P6	глава правительства	Герхард Шрёдер	0	0	1998-10-27	2005-10-18	0
[2002, 2006]	германия	Q183	Германия	P35	глава государства	Йоханнес Рау	0	0	1999-07-01	2004-06-30	0
[1991, 1999]	германия	Q183	Германия	P530	дипломатические отношения	Казахстан	0	0	1992-02-11	0	0
[1958, 1962]	германия	Q183	Германия	P35	глава государства	Генрих Любке	0	0	1959-09-13	1969-06-30	0
[1933, 1935]	германия	Q41304	Веймарская республика	P576	дата прекращения существования	0	0	1933-01-01	0	0	0
[1991, 1999]	германия	Q183	Германия	P530	дипломатические отношения	Украина	0	0	1992-02-01	0	0
[1933, 1935]	германия	Q41304	Веймарская республика	P35	глава государства	Пауль фон Гинденбург	0	0	1925-05-12	1934-08-02	0
[1923, 1927]	германия	Q41304	Веймарская республика	P35	глава государства	Фридрих Эберт	0	0	1919-02-11	1925-02-28	0
[1958, 1962]	германия	Q183	Германия	P530	дипломатические отношения	Мали	0	0	1960-09-01	0	0
[1923, 1927]	германия	Q41304	Веймарская республика	P6	глава правительства	Маркс, Вильгельм	0	0	1923-11-30	1924-12-15	0
